aX,aY,aZ,gX,gY,gZ
0.481,0.222,0.211,33.813,-14.587,-18.616
0.501,0.206,0.263,35.156,-9.644,-20.508
0.568,0.176,0.280,35.645,-6.470,-22.705
0.552,0.177,0.330,35.767,-8.545,-23.193
0.552,0.206,0.344,33.875,-9.338,-20.874
0.537,0.217,0.305,30.701,-12.817,-20.752
0.481,0.203,0.249,30.396,-20.447,-22.217
0.436,0.171,0.221,33.508,-26.794,-25.391
0.417,0.102,0.235,37.842,-26.245,-29.724
0.428,0.054,0.250,40.894,-19.775,-33.752
0.496,0.052,0.306,44.312,-15.808,-38.635
0.542,0.047,0.398,49.133,-17.944,-41.992

1.468,-0.109,1.224,-24.109,38.330,-4.028
1.572,-0.118,1.256,-33.386,41.504,5.188
1.638,-0.116,1.248,-41.748,36.255,18.860
1.652,-0.130,1.196,-46.265,23.193,33.752
1.572,-0.155,1.142,-46.326,6.714,46.082
1.489,-0.191,1.104,-44.495,-4.700,55.115
1.419,-0.264,1.080,-42.236,-9.521,62.073
1.350,-0.322,1.065,-41.931,-11.963,64.941
1.285,-0.364,1.072,-43.152,-13.123,65.186
1.226,-0.379,1.080,-46.204,-10.925,64.270
1.183,-0.389,1.087,-50.903,-5.737,64.026
1.177,-0.400,1.098,-56.519,0.488,65.857
1.179,-0.423,1.085,-63.049,7.751,67.871
1.200,-0.426,1.089,-69.641,15.564,68.237
1.228,-0.421,1.102,-74.341,23.315,68.054
1.252,-0.409,1.117,-78.247,31.250,69.580
1.269,-0.396,1.116,-82.153,38.025,74.036
1.294,-0.419,1.130,-87.036,43.213,80.322
1.314,-0.442,1.143,-91.919,48.462,88.806
1.308,-0.465,1.110,-97.534,51.880,98.450
1.309,-0.483,1.067,-102.112,52.246,102.661
1.264,-0.481,1.047,-103.027,47.729,102.539
1.220,-0.513,1.054,-101.318,41.077,102.600
1.165,-0.555,1.053,-100.525,36.987,102.600
1.100,-0.603,1.005,-103.882,36.133,102.051
1.036,-0.596,0.971,-109.009,36.987,97.473
0.985,-0.569,0.937,-113.098,42.480,91.919
0.944,-0.531,0.891,-115.417,51.575,88.379
0.940,-0.501,0.845,-116.089,64.575,87.219
0.973,-0.499,0.822,-115.417,77.515,88.257
1.015,-0.485,0.829,-114.014,88.013,91.614
1.015,-0.461,0.840,-112.732,92.834,98.145
1.012,-0.475,0.825,-111.023,90.820,106.262
1.061,-0.501,0.831,-108.765,85.144,114.197
0.681,-0.467,0.720,-106.445,77.026,119.019
0.715,-0.498,0.680,-102.539,82.520,118.530
0.709,-0.612,0.612,-100.037,51.331,113.831
0.513,-0.674,0.610,-94.849,40.771,103.210
0.543,-0.583,0.463,-94.238,49.622,82.764
0.489,-0.479,0.486,-96.252,40.100,77.759
0.533,-0.414,0.486,-94.482,42.419,75.317
0.542,-0.378,0.410,-89.539,50.171,70.618
0.528,-0.314,0.391,-85.327,50.049,70.007
0.487,-0.268,0.387,-79.956,44.373,72.632
0.460,-0.256,0.407,-74.402,33.752,80.078
0.263,-0.302,0.411,-70.801,22.888,90.027
0.183,-0.280,0.341,-68.604,20.142,96.130
0.143,-0.370,0.309,-67.932,11.780,99.731
0.071,-0.403,0.241,-69.275,-0.122,89.294
-0.076,-0.329,0.162,-71.350,-10.437,71.106
-0.103,-0.234,0.058,-74.463,-8.911,53.589
-0.051,-0.145,-0.069,-76.538,-3.540,38.086
-0.046,-0.060,-0.119,-74.402,0.183,25.146
-0.017,0.032,-0.174,-69.702,11.536,15.564
0.048,0.115,-0.206,-64.331,29.541,10.864
0.144,0.158,-0.184,-57.617,45.471,11.780
0.220,0.185,-0.160,-47.852,52.185,16.235
0.236,0.204,-0.090,-37.781,48.340,20.203
0.227,0.248,-0.010,-29.541,42.297,22.522
0.213,0.271,0.019,-24.109,35.583,25.818
0.188,0.216,0.047,-19.348,25.452,26.794
0.179,0.174,0.050,-16.296,17.944,22.888
0.155,0.160,0.048,-16.602,11.047,15.930
0.131,0.175,0.044,-18.372,5.798,6.775
0.131,0.217,0.011,-20.325,6.531,-4.456
0.145,0.264,-0.047,-21.912,16.357,-16.724
0.204,0.328,-0.106,-22.339,36.804,-25.574
0.324,0.385,-0.143,-21.057,60.974,-28.625
0.470,0.430,-0.123,-18.433,78.491,-27.161
0.606,0.463,-0.061,-14.160,84.290,-21.606
0.698,0.515,0.002,-8.240,76.599,-11.841
0.722,0.516,0.089,-0.366,57.190,-1.221
0.711,0.469,0.156,6.165,34.607,8.850
0.672,0.392,0.189,7.629,14.404,17.029
0.605,0.339,0.175,4.517,-0.977,20.630
0.542,0.350,0.141,-1.404,-9.094,20.081
0.507,0.374,0.107,-5.676,-12.207,16.602
0.504,0.378,0.079,-6.104,-12.329,10.315
0.492,0.377,0.059,-4.700,-10.620,3.967
0.482,0.382,0.053,-4.272,-7.507,-0.977
0.501,0.405,0.057,-3.723,-2.808,-4.517
0.513,0.432,0.059,-2.319,1.953,-6.714
0.525,0.454,0.067,-0.488,4.578,-7.202
0.521,0.456,0.056,1.770,4.333,-7.141
0.528,0.446,0.054,3.845,4.272,-7.690
0.535,0.443,0.054,4.944,6.165,-8.728
0.564,0.443,0.054,5.188,10.437,-10.376
0.622,0.442,0.064,5.798,15.991,-12.512
0.670,0.451,0.072,5.981,20.264,-13.794
0.694,0.462,0.075,6.531,20.935,-12.939
0.696,0.467,0.073,7.568,19.226,-10.498
0.674,0.464,0.071,9.033,16.479,-8.057
0.661,0.445,0.077,11.414,13.794,-6.714
0.644,0.427,0.094,14.099,12.512,-7.202
0.647,0.407,0.121,16.174,13.489,-8.911
0.652,0.388,0.138,16.479,15.381,-10.925
0.659,0.394,0.155,15.930,16.846,-12.878
0.672,0.398,0.164,15.198,16.296,-14.038
0.680,0.396,0.166,14.648,13.245,-14.343
0.681,0.394,0.160,14.648,7.385,-13.611
0.655,0.383,0.138,14.587,-0.488,-12.512
0.630,0.363,0.116,14.771,-7.385,-11.169
0.599,0.348,0.104,15.015,-12.085,-9.949
0.569,0.349,0.094,15.503,-14.832,-8.789
0.535,0.353,0.086,16.418,-17.517,-7.080
0.488,0.332,0.090,19.104,-20.874,-5.005
0.424,0.289,0.087,21.545,-23.254,-4.028
0.375,0.249,0.076,21.973,-23.926,-5.188
0.355,0.223,0.073,22.461,-22.583,-9.399
0.349,0.210,0.086,23.193,-20.203,-15.198
0.354,0.205,0.108,23.437,-17.944,-20.447
0.356,0.203,0.124,23.865,-17.395,-23.926
0.335,0.192,0.130,24.292,-19.287,-25.757
0.319,0.161,0.128,25.391,-21.790,-27.832
0.309,0.135,0.130,27.222,-23.987,-30.823
0.290,0.119,0.118,29.297,-27.161,-35.645
0.280,0.088,0.103,31.372,-30.151,-42.664
0.292,0.070,0.096,32.715,-29.175,-50.476
0.300,0.067,0.100,33.203,-23.376,-57.312

1.597,-0.223,0.684,-4.883,5.798,-41.321
1.729,-0.254,0.577,-7.568,1.709,-35.828
1.714,-0.253,0.573,-6.836,-25.024,-27.771
1.606,-0.281,0.587,-3.296,-51.025,-18.860
1.504,-0.266,0.540,-0.610,-54.504,-15.442
1.446,-0.238,0.467,-1.221,-51.392,-11.841
1.398,-0.226,0.426,-2.686,-50.171,-5.310
1.349,-0.184,0.424,-1.099,-46.509,-0.427
1.302,-0.170,0.426,4.028,-45.166,5.310
1.241,-0.193,0.458,9.277,-44.617,11.902
1.187,-0.234,0.473,12.817,-42.603,16.846
1.118,-0.258,0.470,15.076,-38.879,18.738
1.048,-0.266,0.470,16.846,-35.400,18.860
1.000,-0.268,0.470,17.090,-31.921,19.287
0.961,-0.288,0.464,17.517,-28.076,20.203
0.913,-0.308,0.468,18.433,-25.574,20.386
0.871,-0.325,0.473,18.494,-23.437,20.691
0.850,-0.335,0.479,17.273,-20.508,20.630
0.828,-0.354,0.497,16.541,-17.761,20.508
0.797,-0.390,0.507,15.991,-15.259,20.386
0.776,-0.418,0.505,14.587,-12.939,19.653
0.754,-0.438,0.501,11.841,-10.315,18.250
0.732,-0.458,0.499,9.338,-7.080,16.663
0.696,-0.485,0.486,6.409,-4.822,14.954
0.661,-0.501,0.465,2.686,-2.014,12.146
0.636,-0.511,0.443,-2.197,2.808,7.690
0.634,-0.504,0.432,-7.568,9.155,3.357
0.686,-0.466,0.432,-11.292,14.709,0.000
0.740,-0.456,0.421,-11.841,15.686,-1.465
0.771,-0.421,0.426,-13.000,15.076,-2.441
0.809,-0.374,0.433,-10.071,9.644,-2.502
0.818,-0.365,0.431,-2.319,-2.014,-0.427
0.803,-0.439,0.379,7.385,-12.573,0.732
0.786,-0.458,0.385,10.559,-15.259,0.305
0.780,-0.438,0.405,9.216,-14.160,1.160
0.777,-0.372,0.428,5.005,-11.108,3.601
0.782,-0.417,0.405,2.136,-11.169,7.812
0.764,-0.437,0.415,3.967,-9.888,9.399
0.749,-0.438,0.427,4.639,-9.277,9.277
0.750,-0.414,0.441,2.625,-6.409,8.972
0.749,-0.399,0.455,1.526,-5.798,9.033
0.739,-0.453,0.438,2.258,-7.935,8.301
0.745,-0.413,0.463,2.502,-4.578,4.761
0.751,-0.407,0.460,1.404,-7.080,4.089
0.767,-0.419,0.463,-1.953,-4.639,4.517
0.771,-0.448,0.446,-7.568,-2.441,4.517
0.785,-0.438,0.419,-11.292,2.380,3.540
0.805,-0.392,0.418,-13.367,7.263,0.854
0.836,-0.335,0.415,-13.611,8.484,0.000
0.864,-0.308,0.404,-10.193,7.568,1.221
0.875,-0.318,0.406,-4.639,4.700,2.380
0.876,-0.332,0.424,0.732,1.648,3.479
0.877,-0.345,0.436,4.822,-0.732,4.700
0.893,-0.351,0.444,7.019,-3.235,6.531
0.897,-0.349,0.446,7.874,-6.226,8.545
0.876,-0.358,0.451,7.751,-9.338,10.986
0.866,-0.366,0.445,6.958,-10.193,13.000
0.881,-0.361,0.443,6.531,-10.437,12.878
0.897,-0.336,0.457,7.019,-11.353,10.376
0.927,-0.282,0.480,7.629,-13.245,7.385
0.963,-0.273,0.506,7.690,-15.076,4.395
1.002,-0.239,0.533,7.751,-15.747,0.610
1.096,-0.160,0.581,8.057,-13.733,-2.808
1.187,-0.082,0.641,7.935,-11.414,-4.639
1.260,-0.026,0.705,7.202,-8.972,-4.028
1.345,0.026,0.796,6.042,-5.615,-0.549
1.433,0.048,0.882,4.883,-3.418,7.385
1.498,0.048,0.930,4.150,-3.784,16.846
1.542,0.028,0.953,5.005,-10.010,25.818
1.502,0.013,0.975,5.127,-22.888,33.569
1.448,-0.034,0.966,3.479,-32.410,42.847
1.429,-0.094,0.949,-0.732,-37.170,49.988
1.419,-0.108,0.948,-7.263,-38.086,54.016
1.434,-0.119,0.910,-14.282,-37.720,56.458
1.428,-0.125,0.870,-19.836,-39.917,55.481
1.405,-0.119,0.852,-24.109,-41.382,52.124
1.395,-0.096,0.857,-28.259,-38.147,48.523
1.438,-0.075,0.868,-33.936,-30.518,48.340
1.524,-0.050,0.884,-39.612,-22.461,52.490
1.602,-0.028,0.915,-42.664,-18.066,58.838
1.657,-0.039,0.959,-42.480,-19.592,66.711
1.692,-0.078,1.005,-40.771,-24.658,75.439
1.700,-0.107,1.042,-40.344,-30.273,84.656
1.694,-0.151,1.050,-41.809,-36.865,94.849
1.647,-0.231,1.044,-44.800,-43.518,104.675
1.575,-0.293,1.057,-49.255,-45.959,111.450
1.520,-0.312,1.045,-57.190,-44.189,117.126
1.446,-0.322,1.032,-65.247,-42.236,122.070
1.379,-0.329,1.057,-70.190,-38.452,125.000
1.302,-0.385,1.083,-72.327,-31.555,127.502
1.231,-0.457,1.108,-75.256,-20.813,130.737
1.220,-0.521,1.095,-80.811,-11.292,133.362
1.163,-0.560,1.077,-85.876,-8.118,131.287
1.099,-0.590,1.032,-89.966,-7.202,128.662
1.029,-0.610,0.963,-94.299,-6.714,127.075
0.952,-0.605,0.878,-99.426,-4.761,126.160
0.897,-0.561,0.814,-104.248,0.732,124.878
0.880,-0.501,0.772,-108.521,10.620,124.207
0.899,-0.448,0.738,-110.596,20.142,124.146
0.911,-0.421,0.740,-108.582,25.146,124.146
0.916,-0.407,0.756,-104.919,28.198,124.268
0.979,-0.416,0.786,-102.905,30.640,125.671
0.795,-0.418,0.794,-102.356,31.372,127.686
0.709,-0.420,0.677,-101.990,38.269,127.380
0.675,-0.546,0.698,-98.938,33.264,123.535
0.702,-0.636,0.653,-96.802,42.542,110.901
0.779,-0.520,0.634,-100.281,37.903,95.886
0.732,-0.345,0.683,-105.103,1.831,98.877
0.708,-0.235,0.610,-105.713,-23.926,108.337
0.589,-0.222,0.494,-100.159,-34.058,110.352
0.503,-0.232,0.412,-93.628,-35.095,111.084
0.378,-0.243,0.350,-90.271,-26.917,112.549
0.242,-0.276,0.290,-88.928,-13.855,115.906
0.114,-0.298,0.271,-88.196,-4.089,116.943
0.087,-0.319,0.277,-87.585,4.272,113.953
-0.003,-0.384,0.270,-84.534,4.578,105.530
-0.152,-0.406,0.263,-82.520,4.089,90.637
-0.199,-0.406,0.180,-83.618,16.357,71.411
-0.128,-0.381,0.095,-87.708,26.672,47.852

1.550,-0.172,0.937,77.820,-24.353,-69.824
1.472,-0.174,0.898,78.918,-40.405,-60.120
1.435,-0.167,0.793,82.520,-47.241,-57.495
1.299,-0.166,0.789,83.435,-54.321,-62.378
1.235,-0.091,0.826,76.599,-50.903,-65.796
1.270,0.012,0.852,66.406,-32.715,-68.176
1.319,0.077,0.889,58.105,-13.306,-67.688
1.383,0.101,0.942,53.223,2.869,-63.965
1.447,0.073,0.979,49.316,14.160,-59.021
1.510,0.061,1.001,45.166,18.372,-53.589
1.518,0.058,1.001,41.260,14.587,-45.349
1.482,0.020,0.987,40.161,4.639,-33.081
1.393,-0.039,0.927,40.588,-6.409,-18.066
1.289,-0.120,0.856,43.213,-18.188,-4.150
1.160,-0.216,0.807,48.279,-28.503,5.798
1.021,-0.321,0.782,52.673,-33.691,12.390
0.923,-0.412,0.765,52.917,-32.837,14.099
0.895,-0.464,0.754,48.767,-28.015,10.010
1.000,-0.474,0.752,41.138,-22.156,2.014
0.998,-0.425,0.718,32.654,-18.250,-8.484
0.861,-0.382,0.717,27.039,-31.860,-18.738
0.864,-0.278,0.689,22.888,-28.931,-18.433
0.943,-0.233,0.612,20.264,-16.479,-18.555
0.970,-0.185,0.613,20.569,-15.686,-16.296
0.975,-0.200,0.641,22.766,-17.273,-10.437
0.977,-0.205,0.683,25.879,-11.536,-5.432
0.976,-0.234,0.722,26.428,-6.531,2.258
0.947,-0.258,0.753,23.499,-5.127,13.123
0.927,-0.308,0.768,21.729,-4.517,21.118
0.880,-0.341,0.770,20.691,-4.700,23.315
0.809,-0.375,0.763,19.348,-8.545,23.071
0.736,-0.391,0.761,18.005,-14.282,18.799
0.693,-0.379,0.753,16.418,-17.273,12.573
0.695,-0.352,0.732,14.038,-18.127,7.629
0.723,-0.423,0.707,12.695,-20.691,3.906
0.710,-0.424,0.692,12.817,-23.987,-2.441
0.681,-0.389,0.654,9.583,-22.400,-6.653
0.714,-0.366,0.617,2.747,-14.465,-8.057
0.742,-0.339,0.599,0.061,-7.507,-8.545
0.739,-0.339,0.584,0.488,-3.418,-9.155
0.752,-0.349,0.594,0.183,1.648,-7.996
0.781,-0.333,0.611,-2.136,8.484,-4.761
0.816,-0.319,0.627,-4.211,13.916,-0.793
0.839,-0.309,0.639,-4.272,13.733,3.723
0.841,-0.319,0.650,-2.197,8.362,7.446
0.820,-0.351,0.651,1.587,1.038,8.972
0.782,-0.367,0.650,5.371,-5.066,8.240
0.736,-0.311,0.684,7.812,-9.155,7.202
0.700,-0.414,0.635,4.456,-12.207,8.423
0.696,-0.463,0.618,0.854,-8.545,8.240
0.654,-0.440,0.618,-0.916,-6.042,4.944
0.638,-0.391,0.595,-2.991,-1.953,0.793
0.662,-0.386,0.576,-4.944,4.456,-0.916
0.674,-0.396,0.583,-6.165,9.521,-2.441
0.702,-0.374,0.592,-5.798,12.817,-4.150
0.733,-0.352,0.598,-5.859,11.169,-3.113
0.772,-0.354,0.598,-4.883,6.531,-0.427
0.775,-0.361,0.592,-1.709,1.770,0.732
0.749,-0.388,0.603,1.404,-3.174,1.892
0.718,-0.403,0.593,0.427,-4.333,4.456
0.693,-0.397,0.564,-2.869,-3.113,7.141
0.673,-0.391,0.548,-4.150,-1.770,8.179
0.671,-0.386,0.546,-3.540,-1.221,7.935
0.677,-0.376,0.553,-1.282,-1.953,6.714
0.691,-0.369,0.573,1.648,-3.357,5.005
0.725,-0.349,0.600,4.517,-4.517,3.418
0.779,-0.311,0.630,6.897,-6.226,1.953
0.843,-0.270,0.673,10.315,-10.437,0.732
0.885,-0.240,0.719,14.404,-16.296,-0.977
0.896,-0.220,0.752,16.785,-20.935,-2.686
0.904,-0.191,0.816,15.747,-20.935,-3.540
0.931,-0.133,0.872,10.132,-13.489,-3.479
0.994,-0.070,0.943,1.709,-2.380,-0.732
1.062,-0.034,0.985,-6.592,6.836,6.104
1.140,-0.017,1.058,-10.559,11.963,11.475
1.207,-0.018,1.125,-10.864,12.634,13.672
1.259,-0.046,1.185,-12.207,7.385,15.320
1.305,-0.062,1.195,-17.273,-0.183,17.517
1.309,-0.060,1.165,-25.085,-5.798,18.921
1.306,-0.035,1.130,-33.569,-10.071,19.470
1.299,-0.011,1.095,-41.138,-11.719,19.897
1.300,-0.021,1.070,-46.326,-11.536,20.081
1.321,-0.026,1.043,-50.171,-9.827,20.569
1.327,-0.021,1.045,-53.650,-7.446,22.095
1.346,-0.022,1.045,-58.105,-3.296,24.902
1.354,-0.040,1.022,-62.500,3.845,28.564
1.322,-0.060,1.019,-67.017,13.611,32.837
1.276,-0.088,1.034,-72.876,27.954,37.720
1.317,-0.076,1.084,-80.750,46.631,43.457
1.405,-0.057,1.164,-86.304,60.791,50.659
1.497,-0.095,1.230,-85.022,60.791,57.983
1.527,-0.171,1.262,-79.651,48.401,61.951
1.487,-0.249,1.275,-76.904,30.273,64.026
1.422,-0.318,1.278,-78.674,14.648,66.345
1.352,-0.354,1.239,-83.008,4.211,68.054
1.277,-0.389,1.185,-86.609,-3.662,67.932
1.217,-0.438,1.150,-89.600,-7.874,67.749
1.172,-0.437,1.116,-95.581,-6.348,68.237
1.124,-0.424,1.040,-103.516,0.000,72.021
1.114,-0.424,0.954,-107.788,4.333,77.026
1.052,-0.431,0.930,-106.506,6.226,77.759
0.987,-0.433,0.912,-104.614,12.634,79.041
0.963,-0.405,0.906,-105.103,22.461,83.801
0.973,-0.382,0.895,-106.140,32.715,91.064
0.987,-0.376,0.892,-104.248,38.696,97.107
0.994,-0.384,0.921,-99.487,39.246,101.868
0.990,-0.414,0.945,-95.215,36.438,104.919
0.972,-0.440,0.942,-93.933,32.471,106.262
0.924,-0.448,0.921,-94.666,28.564,106.262
0.834,-0.468,0.895,-96.191,26.245,105.530
0.792,-0.486,0.844,-98.206,26.123,104.187
0.670,-0.503,0.828,-101.746,28.198,101.074
0.483,-0.512,0.767,-104.980,33.691,93.445
0.507,-0.498,0.713,-107.727,42.236,81.665
0.543,-0.536,0.698,-109.253,47.302,66.772
0.576,-0.481,0.663,-111.572,53.345,49.438
0.618,-0.347,0.609,-116.272,54.077,39.978
0.667,-0.229,0.567,-120.117,50.354,40.955
0.680,-0.165,0.497,-118.835,53.406,43.823

1.482,0.206,1.136,9.399,29.480,5.676
1.547,0.197,1.268,12.146,25.391,20.325
1.544,0.153,1.389,14.038,15.137,33.997
1.492,0.088,1.476,12.878,1.465,47.363
1.404,0.014,1.519,6.775,-7.385,58.472
1.323,-0.038,1.507,-4.761,-11.902,65.430
1.257,-0.075,1.475,-17.822,-13.367,68.970
1.212,-0.126,1.421,-30.090,-13.489,69.275
1.186,-0.140,1.357,-41.992,-12.573,66.833
1.176,-0.128,1.284,-52.979,-11.536,63.660
1.163,-0.125,1.212,-62.256,-8.789,60.486
1.199,-0.108,1.160,-70.923,-2.869,58.167
1.273,-0.069,1.124,-78.186,4.700,58.472
1.341,-0.035,1.124,-80.444,8.240,61.523
1.395,-0.045,1.142,-78.064,4.944,66.772
1.431,-0.089,1.148,-74.219,-1.892,73.669
1.413,-0.120,1.148,-72.144,-9.277,81.421
1.359,-0.146,1.119,-73.730,-13.977,89.905
1.299,-0.170,1.081,-76.111,-14.343,98.083
1.226,-0.208,1.065,-77.332,-11.475,105.530
1.150,-0.273,1.089,-78.430,-6.714,110.352
1.082,-0.341,1.129,-81.604,-0.854,112.427
1.019,-0.391,1.136,-87.158,7.019,110.718
0.979,-0.414,1.141,-93.994,14.832,103.516
0.950,-0.379,1.148,-101.440,24.292,93.384
0.993,-0.352,1.129,-107.788,35.889,85.999
1.027,-0.352,1.122,-110.962,40.405,79.773
1.051,-0.341,1.126,-111.877,40.405,74.341
1.101,-0.293,1.108,-114.746,41.626,72.144
1.171,-0.222,1.065,-118.469,43.457,74.768
1.224,-0.164,1.033,-117.981,41.443,80.688
1.220,-0.155,1.032,-113.708,34.546,88.989
1.238,-0.143,1.018,-110.107,28.564,99.426
1.245,-0.169,0.991,-106.689,21.729,110.596
1.147,-0.205,0.976,-100.708,12.207,118.347
1.015,-0.232,0.944,-96.008,2.686,123.718
0.659,-0.279,0.953,-95.154,6.287,126.343
0.806,-0.414,0.866,-96.497,19.409,118.958
0.620,-0.493,0.983,-99.365,16.724,108.337
0.655,-0.381,0.927,-103.821,32.410,95.764
0.683,-0.333,0.901,-112.122,31.677,94.971
0.573,-0.300,0.917,-119.812,22.766,99.915
0.553,-0.305,0.800,-121.277,33.264,96.619
0.542,-0.297,0.720,-123.352,43.457,93.262
0.543,-0.275,0.654,-124.695,47.302,91.248
0.488,-0.306,0.583,-121.887,42.053,90.088
0.380,-0.321,0.521,-118.042,32.288,88.989
0.309,-0.310,0.453,-116.211,30.945,87.891
0.318,-0.371,0.349,-114.014,29.114,85.144
0.137,-0.397,0.347,-110.168,16.968,76.233
0.045,-0.325,0.240,-109.070,23.132,62.805
0.066,-0.271,0.117,-111.084,34.546,52.185
0.060,-0.221,0.062,-110.413,36.926,43.518
0.008,-0.177,0.038,-104.797,35.767,35.522
-0.023,-0.119,-0.019,-101.196,41.321,29.968
0.018,-0.055,-0.067,-98.572,49.622,24.719
0.083,0.020,-0.077,-91.125,51.880,17.517
0.094,0.087,-0.068,-80.994,45.959,11.353
0.084,0.103,-0.045,-69.885,39.001,8.362
0.101,0.096,-0.036,-60.486,36.438,7.690
0.100,0.081,-0.015,-53.772,33.142,7.629
0.086,0.055,-0.016,-49.438,27.954,5.981
0.023,0.055,-0.025,-47.546,19.531,0.793
-0.074,0.087,-0.027,-48.767,11.719,-7.751
-0.130,0.148,-0.037,-52.429,12.634,-18.372
-0.085,0.293,-0.155,-58.472,27.771,-24.109
0.061,0.333,-0.311,-58.105,44.312,-20.935
0.149,0.393,-0.323,-47.668,46.082,-14.832
0.206,0.434,-0.272,-32.959,39.124,-12.268
0.243,0.437,-0.193,-19.714,32.837,-11.108
0.271,0.440,-0.091,-11.108,29.968,-7.935
0.306,0.416,-0.007,-6.958,28.870,-3.662
0.358,0.397,0.045,-5.554,24.048,-0.183
0.383,0.403,0.097,-4.456,12.390,0.305
0.336,0.400,0.110,-3.357,-2.991,0.549
0.271,0.395,0.108,-2.930,-15.259,0.671
0.239,0.397,0.071,-4.150,-19.836,-0.916
0.209,0.401,-0.000,-7.202,-19.165,-2.747
0.177,0.418,-0.067,-9.094,-16.602,-5.920
0.179,0.434,-0.115,-9.277,-10.254,-11.963
0.234,0.484,-0.138,-8.850,-0.305,-17.639
0.315,0.537,-0.148,-7.202,9.277,-19.714
0.388,0.552,-0.153,-2.502,13.184,-17.822
0.416,0.545,-0.130,4.395,11.841,-14.038
0.423,0.510,-0.108,10.254,9.155,-10.376
0.428,0.484,-0.086,14.771,7.385,-8.545
0.422,0.477,-0.059,18.494,5.981,-9.277
0.410,0.479,-0.026,21.423,6.470,-11.353
0.420,0.476,-0.008,22.156,10.498,-13.123
0.448,0.489,0.011,21.667,14.771,-15.564
0.486,0.487,0.031,22.461,17.090,-18.616
0.519,0.482,0.050,23.865,17.944,-22.766
0.552,0.493,0.079,25.513,16.907,-27.100
0.588,0.499,0.104,26.672,15.259,-29.846
0.625,0.530,0.133,26.978,13.306,-30.273
0.661,0.549,0.169,28.076,9.399,-27.405
0.672,0.531,0.184,29.846,1.953,-21.606
0.668,0.516,0.181,31.494,-7.690,-16.479
0.643,0.501,0.173,33.875,-18.311,-13.672
0.580,0.479,0.157,36.194,-27.954,-11.414
0.495,0.466,0.138,36.804,-32.166,-9.583
0.449,0.452,0.126,36.499,-29.480,-9.155
0.427,0.426,0.140,37.231,-24.048,-11.414
0.401,0.388,0.184,37.720,-18.982,-14.221
0.397,0.370,0.223,35.522,-13.062,-15.320
0.412,0.372,0.236,31.921,-8.850,-14.038
0.399,0.349,0.252,30.579,-10.193,-11.658
0.381,0.302,0.241,31.006,-16.174,-10.193
0.341,0.234,0.186,32.104,-25.146,-10.864
0.284,0.198,0.145,33.875,-33.630,-16.357
0.236,0.201,0.117,35.828,-36.743,-24.475
0.212,0.197,0.104,38.025,-35.156,-31.433
0.195,0.190,0.119,40.588,-30.579,-37.170
0.189,0.168,0.156,42.786,-24.231,-41.870
0.221,0.162,0.201,44.189,-17.029,-45.166
0.242,0.157,0.255,45.105,-11.536,-46.265
0.265,0.113,0.293,47.302,-9.888,-43.945
0.275,0.013,0.308,49.805,-12.817,-43.457
0.289,-0.055,0.337,49.866,-15.320,-50.232

1.316,-0.015,1.243,70.618,27.527,3.784
1.188,-0.006,1.312,74.402,-15.015,8.728
1.063,0.019,1.347,77.332,-34.363,32.104
1.028,-0.021,1.194,80.933,-32.043,45.288
0.935,-0.148,1.166,82.642,-43.640,53.589
0.792,-0.248,1.137,80.444,-48.767,60.425
0.684,-0.291,1.106,72.815,-38.391,61.829
0.623,-0.278,1.050,60.364,-24.536,61.646
0.603,-0.267,1.046,50.781,-13.733,62.378
0.624,-0.291,1.022,45.227,-8.484,62.622
0.592,-0.340,1.015,41.931,-9.277,59.448
0.570,-0.397,1.026,37.537,-13.245,53.772
0.552,-0.415,1.008,28.809,-13.489,47.180
0.627,-0.363,1.004,19.592,-12.085,40.466
0.653,-0.347,0.938,26.367,-26.428,32.715
0.626,-0.334,0.873,31.616,-38.086,26.245
0.584,-0.254,0.881,26.367,-37.415,24.597
0.614,-0.208,0.857,22.766,-34.485,25.757
0.621,-0.263,0.852,25.818,-31.311,26.367
0.640,-0.312,0.858,29.358,-29.968,27.649
0.643,-0.362,0.882,31.616,-31.067,31.982
0.633,-0.462,0.889,29.358,-28.625,34.912
0.619,-0.467,0.876,23.437,-22.583,35.034
0.632,-0.432,0.826,14.587,-17.761,36.560
0.629,-0.408,0.776,12.390,-19.226,37.781
0.575,-0.417,0.776,14.282,-24.719,37.964
0.504,-0.218,0.783,17.395,-30.151,36.682
0.559,-0.383,0.858,15.320,-33.081,40.283
0.510,-0.517,0.814,11.353,-36.133,36.011
0.599,-0.466,0.861,16.418,-38.147,17.090
0.684,-0.187,0.970,20.203,-38.635,2.380
0.732,-0.134,1.098,20.508,-38.452,0.427
0.833,-0.051,1.188,19.226,-39.246,4.211
0.936,0.035,1.295,22.095,-44.922,12.268
0.956,0.057,1.419,29.114,-56.152,25.208
0.956,0.053,1.539,35.278,-67.871,40.588
0.947,-0.019,1.647,39.734,-80.750,55.176
0.894,-0.137,1.725,39.063,-93.079,66.467
0.795,-0.247,1.761,32.776,-104.675,72.815
0.686,-0.327,1.744,20.508,-113.159,74.158
0.610,-0.399,1.690,6.104,-119.385,70.801
0.528,-0.446,1.626,-8.423,-124.817,63.538
0.454,-0.464,1.564,-22.156,-129.944,51.758
0.435,-0.477,1.526,-34.058,-131.165,37.781
0.461,-0.435,1.509,-43.152,-129.761,23.437
